CaseID,trace,length
1-595687232,"<BOS>, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",5
1-596251950,"<BOS>, Accepted, Accepted, Accepted, Completed, <EOS>",4
1-596286562,"<BOS>, Accepted, Completed, <EOS>",2
1-596290771,"<BOS>, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",5
1-596331167,"<BOS>, Accepted, Queued, Accepted, Accepted, Completed, <EOS>",5
1-596580941,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-596608752,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-596676011,"<BOS>, Queued, Accepted, Completed, <EOS>",3
1-596815491,"<BOS>, Accepted, Completed, <EOS>",2
1-597231167,"<BOS>, Accepted, Accepted, Accepted, Accepted, Queued, Accepted, Completed, <EOS>",7
1-597285812,"<BOS>, Accepted, Accepted, Accepted, Completed, <EOS>",4
1-597580752,"<BOS>, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",5
1-597616526,"<BOS>, Accepted, Completed, <EOS>",2
1-598583993,"<BOS>, Accepted, Queued, Accepted, Completed, <EOS>",4
1-599074651,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-599157751,"<BOS>, Accepted, Queued, Accepted, Queued, Accepted, Completed, <EOS>",6
1-599157997,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-599158067,"<BOS>, Accepted, Queued, Accepted, Accepted, Completed, <EOS>",5
1-599352141,"<BOS>, Accepted, Completed, <EOS>",2
1-599517681,"<BOS>, Accepted, Accepted, Accepted, Completed, <EOS>",4
1-599586617,"<BOS>, Accepted, Queued, Accepted, Completed, <EOS>",4
1-599626401,"<BOS>, Queued, Accepted, Accepted, Completed, <EOS>",4
1-600432558,"<BOS>, Accepted, Accepted, Accepted, Completed, <EOS>",4
1-600506847,"<BOS>, Accepted, Queued, Accepted, Queued, Queued, Accepted, Accepted, Queued, Accepted, Queued, Accepted, Accepted, Queued, Accepted, Completed, <EOS>",15
1-600663061,"<BOS>, Accepted, Queued, Accepted, Completed, <EOS>",4
1-600873076,"<BOS>, Accepted, Completed, <EOS>",2
1-601289432,"<BOS>, Accepted, Accepted, Accepted, Completed, <EOS>",4
1-601400851,"<BOS>, Accepted, Queued, Accepted, Queued, Accepted, Completed, <EOS>",6
1-601433623,"<BOS>, Accepted, Completed, <EOS>",2
1-601636752,"<BOS>, Accepted, Completed, <EOS>",2
1-601819090,"<BOS>, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",5
1-602316021,"<BOS>, Accepted, Accepted, Accepted, Completed, <EOS>",4
1-602316067,"<BOS>, Accepted, Accepted, Accepted, Completed, <EOS>",4
1-602316153,"<BOS>, Accepted, Queued, Accepted, Accepted, Completed, <EOS>",5
1-602316201,"<BOS>, Accepted, Completed, <EOS>",2
1-602316215,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-602316249,"<BOS>, Accepted, Completed, <EOS>",2
1-602396115,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-602464818,"<BOS>, Accepted, Completed, <EOS>",2
1-602870173,"<BOS>, Accepted, Queued, Accepted, Queued, Accepted, Accepted, Accepted, Queued, Accepted, Accepted, Accepted, Completed, Accepted, Queued, Accepted, Accepted, Queued, Accepted, Completed, <EOS>",19
1-603537274,"<BOS>, Accepted, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-603563148,"<BOS>, Accepted, Completed, <EOS>",2
1-603708003,"<BOS>, Accepted, Completed, <EOS>",2
1-603798757,"<BOS>, Accepted, Completed, <EOS>",2
1-604432843,"<BOS>, Accepted, Completed, <EOS>",2
1-604432860,"<BOS>, Accepted, Completed, <EOS>",2
1-604432887,"<BOS>, Accepted, Completed, <EOS>",2
1-604604928,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-604645912,"<BOS>, Accepted, Queued, Accepted, Queued, Accepted, Accepted, Completed, <EOS>",7
1-604646378,"<BOS>, Accepted, Completed, <EOS>",2
1-604882241,"<BOS>, Accepted, Queued, Accepted, Queued, Accepted, Queued, Accepted, Completed, <EOS>",8
1-605029866,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-605034229,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-605184371,"<BOS>, Accepted, Accepted, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",7
1-605279637,"<BOS>, Accepted, Completed, <EOS>",2
1-605728578,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-606068287,"<BOS>, Accepted, Queued, Queued, Queued, Accepted, Accepted, Completed, <EOS>",7
1-606441115,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-606724483,"<BOS>, Accepted, Queued, Accepted, Accepted, Completed, <EOS>",5
1-606829317,"<BOS>, Accepted, Queued, Accepted, Completed, <EOS>",4
1-606971198,"<BOS>, Accepted, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-607158761,"<BOS>, Accepted, Accepted, Queued, Accepted, Completed, <EOS>",5
1-607520800,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-607840637,"<BOS>, Accepted, Completed, <EOS>",2
1-607934151,"<BOS>, Accepted, Completed, <EOS>",2
1-608010054,"<BOS>, Accepted, Queued, Accepted, Completed, <EOS>",4
1-608036754,"<BOS>, Queued, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-608735919,"<BOS>, Accepted, Accepted, Accepted, Completed, <EOS>",4
1-609011164,"<BOS>, Accepted, Queued, Accepted, Completed, <EOS>",4
1-609700424,"<BOS>, Accepted, Accepted, Accepted, Completed, <EOS>",4
1-611506787,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-611582327,"<BOS>, Accepted, Completed, <EOS>",2
1-611582394,"<BOS>, Accepted, Completed, <EOS>",2
1-611605221,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-611632212,"<BOS>, Accepted, Accepted, Accepted, Completed, <EOS>",4
1-611637278,"<BOS>, Accepted, Completed, <EOS>",2
1-611651603,"<BOS>, Accepted, Accepted, Accepted, Completed, <EOS>",4
1-612515539,"<BOS>, Accepted, Queued, Accepted, Queued, Accepted, Accepted, Completed, <EOS>",7
1-613033122,"<BOS>, Accepted, Accepted, Accepted, Completed, <EOS>",4
1-613364032,"<BOS>, Accepted, Accepted, Accepted, Queued, Accepted, Queued, Accepted, Completed, <EOS>",8
1-613412559,"<BOS>, Accepted, Completed, <EOS>",2
1-613496066,"<BOS>, Accepted, Queued, Accepted, Accepted, Completed, <EOS>",5
1-613740745,"<BOS>, Accepted, Completed, <EOS>",2
1-614378697,"<BOS>, Accepted, Queued, Accepted, Completed, <EOS>",4
1-614378787,"<BOS>, Accepted, Queued, Accepted, Completed, <EOS>",4
1-614451236,"<BOS>, Accepted, Completed, <EOS>",2
1-615224713,"<BOS>, Accepted, Completed, <EOS>",2
1-615905511,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-616014042,"<BOS>, Accepted, Completed, <EOS>",2
1-616211466,"<BOS>, Accepted, Accepted, Queued, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",8
1-616288482,"<BOS>, Accepted, Accepted, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",7
1-616409083,"<BOS>, Accepted, Completed, Accepted, Completed, <EOS>",4
1-616977258,"<BOS>, Accepted, Accepted, Accepted, Completed, <EOS>",4
1-616993936,"<BOS>, Accepted, Queued, Accepted, Queued, Accepted, Completed, <EOS>",6
1-617042441,"<BOS>, Accepted, Queued, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",8
1-617049384,"<BOS>, Accepted, Completed, <EOS>",2
1-617084616,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-617356985,"<BOS>, Accepted, Completed, Accepted, Accepted, Queued, Accepted, Completed, <EOS>",7
1-617389027,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-617470131,"<BOS>, Accepted, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",7
1-617696569,"<BOS>, Accepted, Completed, Accepted, Completed, Accepted, Completed, <EOS>",6
1-618041243,"<BOS>, Accepted, Queued, Accepted, Accepted, Completed, <EOS>",5
1-618041343,"<BOS>, Accepted, Queued, Accepted, Queued, Accepted, Completed, <EOS>",6
1-618116069,"<BOS>, Accepted, Queued, Accepted, Accepted, Completed, <EOS>",5
1-618143224,"<BOS>, Accepted, Queued, Accepted, Accepted, Completed, <EOS>",5
1-618170625,"<BOS>, Accepted, Accepted, Accepted, Completed, <EOS>",4
1-618171180,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-618283927,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-618350811,"<BOS>, Accepted, Accepted, Accepted, Accepted, Accepted, Accepted, Accepted, Accepted, Accepted, Accepted, Accepted, Accepted, Accepted, Accepted, Accepted, Accepted, Accepted, Accepted, Accepted, Accepted, Queued, Accepted, Queued, Accepted, Accepted, Queued, Accepted, Accepted, Queued, Queued, Accepted, Queued, Accepted, Accepted, Completed, <EOS>",35
1-618589528,"<BOS>, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",5
1-618620384,"<BOS>, Accepted, Completed, <EOS>",2
1-618764275,"<BOS>, Accepted, Accepted, Accepted, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",8
1-618859631,"<BOS>, Accepted, Queued, Accepted, Accepted, Queued, Accepted, Completed, Accepted, Completed, <EOS>",9
1-618883006,"<BOS>, Accepted, Queued, Accepted, Queued, Accepted, Completed, <EOS>",6
1-619053302,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",9
1-619067777,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-619087129,"<BOS>, Accepted, Completed, <EOS>",2
1-619109941,"<BOS>, Accepted, Queued, Accepted, Queued, Accepted, Queued, Accepted, Accepted, Queued, Accepted, Queued, Accepted, Queued, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",18
1-619146141,"<BOS>, Queued, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",7
1-619175501,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-619201265,"<BOS>, Accepted, Accepted, Accepted, Completed, <EOS>",4
1-619232031,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-619254483,"<BOS>, Accepted, Completed, <EOS>",2
1-619550849,"<BOS>, Accepted, Queued, Accepted, Queued, Accepted, Accepted, Queued, Accepted, Accepted, Completed, <EOS>",10
1-619575181,"<BOS>, Accepted, Completed, Accepted, Completed, <EOS>",4
1-619589599,"<BOS>, Queued, Accepted, Queued, Accepted, Accepted, Accepted, Queued, Accepted, Queued, Accepted, Completed, <EOS>",11
1-619684455,"<BOS>, Accepted, Completed, <EOS>",2
1-619699161,"<BOS>, Accepted, Queued, Accepted, Completed, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",9
1-619719949,"<BOS>, Accepted, Queued, Queued, Accepted, Queued, Accepted, Completed, <EOS>",7
1-619767065,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-619857642,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-620015297,"<BOS>, Accepted, Completed, <EOS>",2
1-620074564,"<BOS>, Accepted, Completed, <EOS>",2
1-620430705,"<BOS>, Accepted, Completed, <EOS>",2
1-620432583,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-620483711,"<BOS>, Accepted, Queued, Accepted, Queued, Accepted, Accepted, Completed, <EOS>",7
1-620572095,"<BOS>, Accepted, Completed, <EOS>",2
1-620584677,"<BOS>, Accepted, Accepted, Accepted, Completed, <EOS>",4
1-620656965,"<BOS>, Accepted, Completed, <EOS>",2
1-620705595,"<BOS>, Accepted, Completed, <EOS>",2
1-620857518,"<BOS>, Accepted, Completed, <EOS>",2
1-620925267,"<BOS>, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",5
1-621023087,"<BOS>, Accepted, Completed, <EOS>",2
1-621039603,"<BOS>, Accepted, Completed, <EOS>",2
1-621061021,"<BOS>, Accepted, Accepted, Queued, Accepted, Accepted, Completed, <EOS>",6
1-621311061,"<BOS>, Accepted, Completed, Accepted, Accepted, Completed, Accepted, Completed, Accepted, Completed, <EOS>",9
1-621322866,"<BOS>, Accepted, Completed, <EOS>",2
1-621369891,"<BOS>, Accepted, Completed, <EOS>",2
1-621393223,"<BOS>, Accepted, Queued, Queued, Accepted, Accepted, Queued, Accepted, Completed, <EOS>",8
1-621571462,"<BOS>, Accepted, Completed, <EOS>",2
1-622154016,"<BOS>, Accepted, Accepted, Accepted, Queued, Accepted, Queued, Accepted, Accepted, Accepted, Queued, Accepted, Accepted, Accepted, Accepted, Queued, Accepted, Completed, <EOS>",17
1-622156083,"<BOS>, Accepted, Queued, Accepted, Accepted, Completed, <EOS>",5
1-622295317,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-622618613,"<BOS>, Accepted, Queued, Accepted, Accepted, Completed, <EOS>",5
1-622630582,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-622652886,"<BOS>, Accepted, Completed, <EOS>",2
1-622783644,"<BOS>, Accepted, Accepted, Accepted, Completed, <EOS>",4
1-622806196,"<BOS>, Accepted, Accepted, Accepted, Completed, <EOS>",4
1-622847448,"<BOS>, Accepted, Accepted, Accepted, Completed, <EOS>",4
1-622856843,"<BOS>, Accepted, Completed, <EOS>",2
1-622874191,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-622884303,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-622940906,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-623152702,"<BOS>, Accepted, Completed, <EOS>",2
1-623336818,"<BOS>, Accepted, Completed, <EOS>",2
1-623354971,"<BOS>, Accepted, Accepted, Accepted, Completed, <EOS>",4
1-623520821,"<BOS>, Accepted, Accepted, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",7
1-623521280,"<BOS>, Accepted, Accepted, Accepted, Completed, <EOS>",4
1-623626713,"<BOS>, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",5
1-623792185,"<BOS>, Accepted, Queued, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",8
1-623859845,"<BOS>, Accepted, Completed, <EOS>",2
1-623873811,"<BOS>, Accepted, Queued, Accepted, Queued, Accepted, Completed, Accepted, Accepted, Accepted, Completed, Accepted, Accepted, Completed, <EOS>",13
1-624009613,"<BOS>, Accepted, Completed, <EOS>",2
1-624219528,"<BOS>, Accepted, Completed, <EOS>",2
1-624305845,"<BOS>, Queued, Accepted, Completed, <EOS>",3
1-624403918,"<BOS>, Accepted, Accepted, Queued, Accepted, Queued, Accepted, Accepted, Accepted, Completed, Accepted, Completed, <EOS>",11
1-624450715,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-624711258,"<BOS>, Accepted, Queued, Accepted, Completed, <EOS>",4
1-624745314,"<BOS>, Accepted, Completed, <EOS>",2
1-624845426,"<BOS>, Accepted, Queued, Accepted, Completed, <EOS>",4
1-625322174,"<BOS>, Accepted, Queued, Accepted, Accepted, Completed, <EOS>",5
1-625459293,"<BOS>, Accepted, Queued, Accepted, Accepted, Completed, <EOS>",5
1-625628532,"<BOS>, Accepted, Completed, <EOS>",2
1-625634702,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-625634824,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-625634936,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-625646775,"<BOS>, Accepted, Completed, <EOS>",2
1-626102521,"<BOS>, Accepted, Completed, <EOS>",2
1-626212681,"<BOS>, Accepted, Accepted, Accepted, Completed, <EOS>",4
1-626292231,"<BOS>, Accepted, Accepted, Accepted, Completed, Accepted, Completed, <EOS>",6
1-626462354,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-626510640,"<BOS>, Accepted, Accepted, Accepted, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",8
1-626515794,"<BOS>, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",5
1-626760391,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-626834451,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-627163101,"<BOS>, Accepted, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-627190551,"<BOS>, Accepted, Completed, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",7
1-627336700,"<BOS>, Accepted, Accepted, Accepted, Completed, <EOS>",4
1-627337013,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-627532005,"<BOS>, Accepted, Accepted, Accepted, Completed, <EOS>",4
1-627557462,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-627630611,"<BOS>, Accepted, Queued, Accepted, Completed, <EOS>",4
1-627878397,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-627936524,"<BOS>, Accepted, Completed, <EOS>",2
1-627980711,"<BOS>, Accepted, Completed, <EOS>",2
1-628078553,"<BOS>, Accepted, Completed, <EOS>",2
1-628105478,"<BOS>, Accepted, Accepted, Accepted, Completed, <EOS>",4
1-628203323,"<BOS>, Accepted, Accepted, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",7
1-628222366,"<BOS>, Accepted, Completed, <EOS>",2
1-628255780,"<BOS>, Accepted, Completed, <EOS>",2
1-628669941,"<BOS>, Accepted, Completed, <EOS>",2
1-628704675,"<BOS>, Accepted, Queued, Accepted, Queued, Accepted, Completed, <EOS>",6
1-629618537,"<BOS>, Accepted, Accepted, Accepted, Completed, <EOS>",4
1-629629428,"<BOS>, Accepted, Accepted, Accepted, Completed, <EOS>",4
1-629642635,"<BOS>, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",5
1-629991273,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-630156753,"<BOS>, Accepted, Queued, Accepted, Completed, <EOS>",4
1-630493188,"<BOS>, Accepted, Completed, <EOS>",2
1-631001113,"<BOS>, Accepted, Completed, <EOS>",2
1-631117870,"<BOS>, Accepted, Accepted, Accepted, Queued, Accepted, Accepted, Queued, Accepted, Completed, <EOS>",9
1-631509503,"<BOS>, Accepted, Completed, <EOS>",2
1-632486751,"<BOS>, Accepted, Accepted, Accepted, Completed, <EOS>",4
1-633036453,"<BOS>, Accepted, Queued, Accepted, Completed, <EOS>",4
1-633092732,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-633184307,"<BOS>, Accepted, Completed, <EOS>",2
1-634447637,"<BOS>, Accepted, Accepted, Accepted, Completed, <EOS>",4
1-634479154,"<BOS>, Accepted, Completed, <EOS>",2
1-634487640,"<BOS>, Accepted, Completed, <EOS>",2
1-634506651,"<BOS>, Accepted, Completed, <EOS>",2
1-634533656,"<BOS>, Accepted, Completed, <EOS>",2
1-635351501,"<BOS>, Accepted, Completed, <EOS>",2
1-635382525,"<BOS>, Accepted, Completed, <EOS>",2
1-635404161,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-636080278,"<BOS>, Accepted, Queued, Accepted, Queued, Queued, Accepted, Queued, Accepted, Queued, Accepted, Completed, <EOS>",11
1-636102195,"<BOS>, Accepted, Accepted, Queued, Accepted, Accepted, Completed, <EOS>",6
1-636501102,"<BOS>, Accepted, Completed, <EOS>",2
1-636789520,"<BOS>, Accepted, Completed, <EOS>",2
1-636849620,"<BOS>, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",5
1-636852199,"<BOS>, Accepted, Accepted, Accepted, Completed, <EOS>",4
1-636867758,"<BOS>, Accepted, Completed, <EOS>",2
1-636931254,"<BOS>, Accepted, Accepted, Accepted, Queued, Accepted, Queued, Accepted, Completed, Accepted, Queued, Accepted, Accepted, Completed, Accepted, Accepted, Accepted, Completed, Accepted, Completed, <EOS>",19
1-637035141,"<BOS>, Accepted, Completed, <EOS>",2
1-637059802,"<BOS>, Accepted, Completed, <EOS>",2
1-637089310,"<BOS>, Accepted, Accepted, Accepted, Accepted, Completed, Accepted, Completed, <EOS>",7
1-637142120,"<BOS>, Accepted, Completed, <EOS>",2
1-637222863,"<BOS>, Accepted, Accepted, Queued, Accepted, Completed, <EOS>",5
1-637283508,"<BOS>, Accepted, Queued, Accepted, Completed, <EOS>",4
1-637307494,"<BOS>, Queued, Accepted, Completed, <EOS>",3
1-637327254,"<BOS>, Accepted, Completed, <EOS>",2
1-637516103,"<BOS>, Accepted, Queued, Accepted, Completed, <EOS>",4
1-637580967,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-637591141,"<BOS>, Accepted, Completed, <EOS>",2
1-637685994,"<BOS>, Accepted, Completed, Accepted, Completed, <EOS>",4
1-637713545,"<BOS>, Accepted, Queued, Accepted, Accepted, Completed, <EOS>",5
1-637713651,"<BOS>, Accepted, Completed, <EOS>",2
1-637716645,"<BOS>, Accepted, Completed, <EOS>",2
1-637893062,"<BOS>, Accepted, Accepted, Accepted, Completed, <EOS>",4
1-637954950,"<BOS>, Accepted, Completed, <EOS>",2
1-638034021,"<BOS>, Accepted, Completed, <EOS>",2
1-638041299,"<BOS>, Accepted, Completed, <EOS>",2
1-638091067,"<BOS>, Accepted, Completed, Accepted, Accepted, Queued, Accepted, Accepted, Accepted, Completed, <EOS>",9
1-638112911,"<BOS>, Accepted, Completed, <EOS>",2
1-638653931,"<BOS>, Accepted, Completed, <EOS>",2
1-638961317,"<BOS>, Accepted, Completed, <EOS>",2
1-638962731,"<BOS>, Accepted, Accepted, Accepted, Completed, <EOS>",4
1-639009338,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-639028876,"<BOS>, Accepted, Completed, <EOS>",2
1-639870000,"<BOS>, Accepted, Completed, <EOS>",2
1-639881579,"<BOS>, Accepted, Completed, <EOS>",2
1-639930880,"<BOS>, Accepted, Queued, Accepted, Queued, Accepted, Accepted, Completed, <EOS>",7
1-639942581,"<BOS>, Accepted, Accepted, Accepted, Completed, <EOS>",4
1-640059801,"<BOS>, Accepted, Completed, <EOS>",2
1-640093069,"<BOS>, Accepted, Queued, Accepted, Completed, Accepted, Queued, Accepted, Completed, <EOS>",8
1-640254885,"<BOS>, Accepted, Queued, Accepted, Completed, Accepted, Completed, <EOS>",6
1-640263496,"<BOS>, Accepted, Completed, <EOS>",2
1-640387614,"<BOS>, Accepted, Accepted, Queued, Accepted, Completed, Accepted, Queued, Accepted, Accepted, Completed, <EOS>",10
1-641023492,"<BOS>, Accepted, Completed, <EOS>",2
1-641044311,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-641083751,"<BOS>, Accepted, Accepted, Accepted, Completed, <EOS>",4
1-641083987,"<BOS>, Accepted, Accepted, Accepted, Completed, <EOS>",4
1-641100891,"<BOS>, Accepted, Completed, <EOS>",2
1-641104060,"<BOS>, Accepted, Queued, Accepted, Completed, <EOS>",4
1-641157962,"<BOS>, Accepted, Completed, <EOS>",2
1-641232069,"<BOS>, Accepted, Queued, Accepted, Queued, Accepted, Accepted, Completed, <EOS>",7
1-641243011,"<BOS>, Accepted, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",6
1-641306231,"<BOS>, Accepted, Completed, <EOS>",2
1-641323677,"<BOS>, Accepted, Accepted, Accepted, Completed, <EOS>",4
1-641491883,"<BOS>, Accepted, Completed, <EOS>",2
1-641530471,"<BOS>, Queued, Accepted, Queued, Accepted, Completed, <EOS>",5
1-642418588,"<BOS>, Accepted, Completed, <EOS>",2
1-642478708,"<BOS>, Accepted, Completed, <EOS>",2
1-642579219,"<BOS>, Accepted, Accepted, Queued, Accepted, Accepted, Completed, <EOS>",6
1-642761240,"<BOS>, Accepted, Completed, <EOS>",2
1-642766943,"<BOS>, Accepted, Accepted, Accepted, Completed, <EOS>",4
1-642802641,"<BOS>, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",5
1-642846054,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-643444986,"<BOS>, Accepted, Queued, Accepted, Completed, <EOS>",4
1-643445547,"<BOS>, Accepted, Completed, <EOS>",2
1-643468705,"<BOS>, Accepted, Completed, Accepted, Completed, <EOS>",4
1-643532122,"<BOS>, Accepted, Completed, <EOS>",2
1-643556695,"<BOS>, Accepted, Completed, <EOS>",2
1-643685369,"<BOS>, Accepted, Accepted, Accepted, Completed, <EOS>",4
1-643685396,"<BOS>, Accepted, Completed, Accepted, Completed, Accepted, Completed, <EOS>",6
1-643706642,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-643747498,"<BOS>, Accepted, Completed, <EOS>",2
1-643809664,"<BOS>, Accepted, Queued, Accepted, Accepted, Accepted, Queued, Accepted, Accepted, Completed, <EOS>",9
1-644748889,"<BOS>, Accepted, Completed, <EOS>",2
1-644827840,"<BOS>, Accepted, Completed, <EOS>",2
1-644992956,"<BOS>, Accepted, Accepted, Accepted, Completed, <EOS>",4
1-647796802,"<BOS>, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",5
1-647802297,"<BOS>, Accepted, Completed, <EOS>",2
1-647841758,"<BOS>, Accepted, Completed, Accepted, Queued, Accepted, Completed, <EOS>",6
1-647929267,"<BOS>, Accepted, Completed, <EOS>",2
1-648105181,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-648231508,"<BOS>, Accepted, Completed, <EOS>",2
1-648497601,"<BOS>, Accepted, Queued, Accepted, Completed, <EOS>",4
1-648807492,"<BOS>, Accepted, Completed, <EOS>",2
1-648839266,"<BOS>, Accepted, Completed, <EOS>",2
1-648861744,"<BOS>, Accepted, Completed, <EOS>",2
1-649302225,"<BOS>, Accepted, Completed, <EOS>",2
1-649302263,"<BOS>, Accepted, Completed, <EOS>",2
1-649887393,"<BOS>, Accepted, Completed, <EOS>",2
1-649984202,"<BOS>, Accepted, Completed, <EOS>",2
1-650008427,"<BOS>, Accepted, Completed, <EOS>",2
1-650011031,"<BOS>, Accepted, Completed, <EOS>",2
1-650025535,"<BOS>, Accepted, Completed, Accepted, Completed, <EOS>",4
1-650081295,"<BOS>, Accepted, Accepted, Accepted, Accepted, Completed, <EOS>",5
1-650123293,"<BOS>, Accepted, Accepted, Accepted, Completed, <EOS>",4
1-650135511,"<BOS>, Accepted, Completed, <EOS>",2
1-650241321,"<BOS>, Accepted, Completed, <EOS>",2
1-650243662,"<BOS>, Accepted, Accepted, Accepted, Completed, <EOS>",4
1-650892393,"<BOS>, Accepted, Completed, <EOS>",2
1-651084211,"<BOS>, Accepted, Completed, <EOS>",2
1-651096273,"<BOS>, Accepted, Completed, <EOS>",2
1-651206715,"<BOS>, Accepted, Completed, <EOS>",2
1-651398271,"<BOS>, Accepted, Queued, Accepted, Completed, <EOS>",4
1-651922251,"<BOS>, Accepted, Completed, <EOS>",2
1-651922470,"<BOS>, Accepted, Completed, <EOS>",2
1-651922594,"<BOS>, Accepted, Completed, <EOS>",2
1-651951532,"<BOS>, Accepted, Completed, <EOS>",2
1-652112015,"<BOS>, Accepted, Queued, Queued, Accepted, Queued, Accepted, Completed, <EOS>",7
1-652195634,"<BOS>, Accepted, Queued, Accepted, Queued, Accepted, Queued, Accepted, Queued, Queued, Accepted, Queued, Accepted, Completed, <EOS>",13
1-652259831,"<BOS>, Accepted, Completed, <EOS>",2
1-652270498,"<BOS>, Accepted, Completed, <EOS>",2
1-652874271,"<BOS>, Accepted, Completed, <EOS>",2
1-652925445,"<BOS>, Accepted, Completed, <EOS>",2
1-652935537,"<BOS>, Accepted, Completed, <EOS>",2
1-653135006,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-653254236,"<BOS>, Accepted, Accepted, Completed, <EOS>",3
1-653314473,"<BOS>, Queued, Accepted, Completed, <EOS>",3
1-653878594,"<BOS>, Accepted, Completed, <EOS>",2
